artist,song,popularity,uri,url,features,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
Alice In Chains,Man in the Box,42,spotify:track:6PvpKM4BW48ic8cbM4Vxcg,https://open.spotify.com/track/6PvpKM4BW48ic8cbM4Vxcg,"[{'danceability': 0.337, 'energy': 0.849, 'key': 8, 'loudness': -4.604, 'mode': 1, 'speechiness': 0.0456, 'acousticness': 0.00136, 'instrumentalness': 0, 'liveness': 0.0904, 'valence': 0.685, 'tempo': 106.395, 'type': 'audio_features', 'id': '6PvpKM4BW48ic8cbM4Vxcg', 'uri': 'spotify:track:6PvpKM4BW48ic8cbM4Vxcg', 'track_href': 'https://api.spotify.com/v1/tracks/6PvpKM4BW48ic8cbM4Vxcg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6PvpKM4BW48ic8cbM4Vxcg', 'duration_ms': 286707, 'time_signature': 4}]",0.337,0.849,8,-4.604,1,0.0456,0.00136,0.0,0.0904,0.685,106.395,audio_features,6PvpKM4BW48ic8cbM4Vxcg,https://api.spotify.com/v1/tracks/6PvpKM4BW48ic8cbM4Vxcg,https://api.spotify.com/v1/audio-analysis/6PvpKM4BW48ic8cbM4Vxcg,286707,4
Hugh Jackman,The Other Side,73,spotify:track:2cKovq3l6OJjhVVDbVKOsr,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr,"[{'danceability': 0.638, 'energy': 0.795, 'key': 0, 'loudness': -8.45, 'mode': 1, 'speechiness': 0.302, 'acousticness': 0.00433, 'instrumentalness': 0.00139, 'liveness': 0.153, 'valence': 0.31, 'tempo': 153.99, 'type': 'audio_features', 'id': '2cKovq3l6OJjhVVDbVKOsr', 'uri': 'spotify:track:2cKovq3l6OJjhVVDbVKOsr', 'track_href': 'https://api.spotify.com/v1/tracks/2cKovq3l6OJjhVVDbVKOsr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2cKovq3l6OJjhVVDbVKOsr', 'duration_ms': 214373, 'time_signature': 4}]",0.638,0.795,0,-8.45,1,0.302,0.00433,0.00139,0.153,0.31,153.99,audio_features,2cKovq3l6OJjhVVDbVKOsr,https://api.spotify.com/v1/tracks/2cKovq3l6OJjhVVDbVKOsr,https://api.spotify.com/v1/audio-analysis/2cKovq3l6OJjhVVDbVKOsr,214373,4
Maite Perroni,Asi Soy - Mexico Version,40,spotify:track:0MaP6uyxXBAjIe7VLsFP5j,https://open.spotify.com/track/0MaP6uyxXBAjIe7VLsFP5j,"[{'danceability': 0.395, 'energy': 0.681, 'key': 2, 'loudness': -7.712, 'mode': 1, 'speechiness': 0.046, 'acousticness': 0.0324, 'instrumentalness': 0, 'liveness': 0.0878, 'valence': 0.182, 'tempo': 95.943, 'type': 'audio_features', 'id': '0MaP6uyxXBAjIe7VLsFP5j', 'uri': 'spotify:track:0MaP6uyxXBAjIe7VLsFP5j', 'track_href': 'https://api.spotify.com/v1/tracks/0MaP6uyxXBAjIe7VLsFP5j', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0MaP6uyxXBAjIe7VLsFP5j', 'duration_ms': 235600, 'time_signature': 4}]",0.395,0.681,2,-7.712,1,0.046,0.0324,0.0,0.0878,0.182,95.943,audio_features,0MaP6uyxXBAjIe7VLsFP5j,https://api.spotify.com/v1/tracks/0MaP6uyxXBAjIe7VLsFP5j,https://api.spotify.com/v1/audio-analysis/0MaP6uyxXBAjIe7VLsFP5j,235600,4
Drake,One Dance,86,spotify:track:1zi7xx7UVEFkmKfv06H8x0,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0,"[{'danceability': 0.792, 'energy': 0.625, 'key': 1, 'loudness': -5.609, 'mode': 1, 'speechiness': 0.0536, 'acousticness': 0.00776, 'instrumentalness': 0.0018, 'liveness': 0.329, 'valence': 0.37, 'tempo': 103.967, 'type': 'audio_features', 'id': '1zi7xx7UVEFkmKfv06H8x0', 'uri': 'spotify:track:1zi7xx7UVEFkmKfv06H8x0', 'track_href': 'https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0', 'duration_ms': 173987, 'time_signature': 4}]",0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,audio_features,1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,173987,4
Tim McGraw,Indian Outlaw,63,spotify:track:1fYypIR0kaFzaSRbzvtjl9,https://open.spotify.com/track/1fYypIR0kaFzaSRbzvtjl9,"[{'danceability': 0.664, 'energy': 0.739, 'key': 9, 'loudness': -7.229, 'mode': 1, 'speechiness': 0.0415, 'acousticness': 0.0364, 'instrumentalness': 4.99e-05, 'liveness': 0.282, 'valence': 0.759, 'tempo': 110.101, 'type': 'audio_features', 'id': '1fYypIR0kaFzaSRbzvtjl9', 'uri': 'spotify:track:1fYypIR0kaFzaSRbzvtjl9', 'track_href': 'https://api.spotify.com/v1/tracks/1fYypIR0kaFzaSRbzvtjl9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1fYypIR0kaFzaSRbzvtjl9', 'duration_ms': 182120, 'time_signature': 4}]",0.664,0.739,9,-7.229,1,0.0415,0.0364,4.99e-05,0.282,0.759,110.101,audio_features,1fYypIR0kaFzaSRbzvtjl9,https://api.spotify.com/v1/tracks/1fYypIR0kaFzaSRbzvtjl9,https://api.spotify.com/v1/audio-analysis/1fYypIR0kaFzaSRbzvtjl9,182120,4
Bill Conti,"Gonna Fly Now - Theme From ""Rocky"" / Remastered 2006",60,spotify:track:5dulYd9AKIprMoF837OTDb,https://open.spotify.com/track/5dulYd9AKIprMoF837OTDb,"[{'danceability': 0.438, 'energy': 0.812, 'key': 0, 'loudness': -3.7, 'mode': 1, 'speechiness': 0.0377, 'acousticness': 0.499, 'instrumentalness': 0.768, 'liveness': 0.0444, 'valence': 0.465, 'tempo': 95.613, 'type': 'audio_features', 'id': '5dulYd9AKIprMoF837OTDb', 'uri': 'spotify:track:5dulYd9AKIprMoF837OTDb', 'track_href': 'https://api.spotify.com/v1/tracks/5dulYd9AKIprMoF837OTDb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5dulYd9AKIprMoF837OTDb', 'duration_ms': 168027, 'time_signature': 4}]",0.438,0.812,0,-3.7,1,0.0377,0.499,0.768,0.0444,0.465,95.613,audio_features,5dulYd9AKIprMoF837OTDb,https://api.spotify.com/v1/tracks/5dulYd9AKIprMoF837OTDb,https://api.spotify.com/v1/audio-analysis/5dulYd9AKIprMoF837OTDb,168027,4
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),65,spotify:track:7s0lDK7y3XLmI7tcsRAbW0,https://open.spotify.com/track/7s0lDK7y3XLmI7tcsRAbW0,"[{'danceability': 0.558, 'energy': 0.924, 'key': 9, 'loudness': -4.341, 'mode': 0, 'speechiness': 0.064, 'acousticness': 0.0271, 'instrumentalness': 3.32e-06, 'liveness': 0.537, 'valence': 0.567, 'tempo': 151.99, 'type': 'audio_features', 'id': '7s0lDK7y3XLmI7tcsRAbW0', 'uri': 'spotify:track:7s0lDK7y3XLmI7tcsRAbW0', 'track_href': 'https://api.spotify.com/v1/tracks/7s0lDK7y3XLmI7tcsRAbW0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7s0lDK7y3XLmI7tcsRAbW0', 'duration_ms': 186827, 'time_signature': 4}]",0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,audio_features,7s0lDK7y3XLmI7tcsRAbW0,https://api.spotify.com/v1/tracks/7s0lDK7y3XLmI7tcsRAbW0,https://api.spotify.com/v1/audio-analysis/7s0lDK7y3XLmI7tcsRAbW0,186827,4
Jason Aldean,You Make It Easy,62,spotify:track:2ZxTjs4EdJl4Y9YByIiNoo,https://open.spotify.com/track/2ZxTjs4EdJl4Y9YByIiNoo,"[{'danceability': 0.375, 'energy': 0.574, 'key': 7, 'loudness': -5.305, 'mode': 1, 'speechiness': 0.0315, 'acousticness': 0.143, 'instrumentalness': 0, 'liveness': 0.11, 'valence': 0.406, 'tempo': 132.025, 'type': 'audio_features', 'id': '2ZxTjs4EdJl4Y9YByIiNoo', 'uri': 'spotify:track:2ZxTjs4EdJl4Y9YByIiNoo', 'track_href': 'https://api.spotify.com/v1/tracks/2ZxTjs4EdJl4Y9YByIiNoo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2ZxTjs4EdJl4Y9YByIiNoo', 'duration_ms': 196800, 'time_signature': 3}]",0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025,audio_features,2ZxTjs4EdJl4Y9YByIiNoo,https://api.spotify.com/v1/tracks/2ZxTjs4EdJl4Y9YByIiNoo,https://api.spotify.com/v1/audio-analysis/2ZxTjs4EdJl4Y9YByIiNoo,196800,3
Nat King Cole,The Christmas Song (Merry Christmas To You) - Remastered 1999,0,spotify:track:6NMz3Cjvod2qnJjakiRDA8,https://open.spotify.com/track/6NMz3Cjvod2qnJjakiRDA8,"[{'danceability': 0.381, 'energy': 0.141, 'key': 1, 'loudness': -15.439, 'mode': 1, 'speechiness': 0.0384, 'acousticness': 0.857, 'instrumentalness': 1.13e-06, 'liveness': 0.0995, 'valence': 0.18, 'tempo': 131.76, 'type': 'audio_features', 'id': '6NMz3Cjvod2qnJjakiRDA8', 'uri': 'spotify:track:6NMz3Cjvod2qnJjakiRDA8', 'track_href': 'https://api.spotify.com/v1/tracks/6NMz3Cjvod2qnJjakiRDA8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6NMz3Cjvod2qnJjakiRDA8', 'duration_ms': 191640, 'time_signature': 4}]",0.381,0.141,1,-15.439,1,0.0384,0.857,1.13e-06,0.0995,0.18,131.76,audio_features,6NMz3Cjvod2qnJjakiRDA8,https://api.spotify.com/v1/tracks/6NMz3Cjvod2qnJjakiRDA8,https://api.spotify.com/v1/audio-analysis/6NMz3Cjvod2qnJjakiRDA8,191640,4
21 Savage,Bank Account,0,spotify:track:675NeQd7AKLNLzXFqZtF51,https://open.spotify.com/track/675NeQd7AKLNLzXFqZtF51,"[{'danceability': 0.881, 'energy': 0.336, 'key': 8, 'loudness': -8.734, 'mode': 0, 'speechiness': 0.352, 'acousticness': 0.0223, 'instrumentalness': 2.39e-05, 'liveness': 0.093, 'valence': 0.342, 'tempo': 75.025, 'type': 'audio_features', 'id': '675NeQd7AKLNLzXFqZtF51', 'uri': 'spotify:track:675NeQd7AKLNLzXFqZtF51', 'track_href': 'https://api.spotify.com/v1/tracks/675NeQd7AKLNLzXFqZtF51', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/675NeQd7AKLNLzXFqZtF51', 'duration_ms': 220307, 'time_signature': 4}]",0.881,0.336,8,-8.734,0,0.352,0.0223,2.39e-05,0.093,0.342,75.025,audio_features,675NeQd7AKLNLzXFqZtF51,https://api.spotify.com/v1/tracks/675NeQd7AKLNLzXFqZtF51,https://api.spotify.com/v1/audio-analysis/675NeQd7AKLNLzXFqZtF51,220307,4
Charlie Brown,Mountian Railway,0,spotify:track:31muDd0aFMolFil99Qy2qr,https://open.spotify.com/track/31muDd0aFMolFil99Qy2qr,"[{'danceability': 0.574, 'energy': 0.474, 'key': 7, 'loudness': -12.682, 'mode': 1, 'speechiness': 0.0294, 'acousticness': 0.505, 'instrumentalness': 0, 'liveness': 0.109, 'valence': 0.835, 'tempo': 124.465, 'type': 'audio_features', 'id': '31muDd0aFMolFil99Qy2qr', 'uri': 'spotify:track:31muDd0aFMolFil99Qy2qr', 'track_href': 'https://api.spotify.com/v1/tracks/31muDd0aFMolFil99Qy2qr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/31muDd0aFMolFil99Qy2qr', 'duration_ms': 310280, 'time_signature': 4}]",0.574,0.474,7,-12.682,1,0.0294,0.505,0.0,0.109,0.835,124.465,audio_features,31muDd0aFMolFil99Qy2qr,https://api.spotify.com/v1/tracks/31muDd0aFMolFil99Qy2qr,https://api.spotify.com/v1/audio-analysis/31muDd0aFMolFil99Qy2qr,310280,4
Anne-Marie,2002,83,spotify:track:2BgEsaKNfHUdlh97KmvFyo,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,"[{'danceability': 0.697, 'energy': 0.683, 'key': 1, 'loudness': -2.881, 'mode': 0, 'speechiness': 0.117, 'acousticness': 0.0372, 'instrumentalness': 0, 'liveness': 0.137, 'valence': 0.603, 'tempo': 96.133, 'type': 'audio_features', 'id': '2BgEsaKNfHUdlh97KmvFyo', 'uri': 'spotify:track:2BgEsaKNfHUdlh97KmvFyo', 'track_href': 'https://api.spotify.com/v1/tracks/2BgEsaKNfHUdlh97KmvFyo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2BgEsaKNfHUdlh97KmvFyo', 'duration_ms': 186987, 'time_signature': 4}]",0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,audio_features,2BgEsaKNfHUdlh97KmvFyo,https://api.spotify.com/v1/tracks/2BgEsaKNfHUdlh97KmvFyo,https://api.spotify.com/v1/audio-analysis/2BgEsaKNfHUdlh97KmvFyo,186987,4
Twenty One Pilots,Ride,83,spotify:track:2Z8WuEywRWYTKe1NybPQEW,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,"[{'danceability': 0.645, 'energy': 0.713, 'key': 6, 'loudness': -5.355, 'mode': 1, 'speechiness': 0.0393, 'acousticness': 0.00835, 'instrumentalness': 0, 'liveness': 0.113, 'valence': 0.566, 'tempo': 74.989, 'type': 'audio_features', 'id': '2Z8WuEywRWYTKe1NybPQEW', 'uri': 'spotify:track:2Z8WuEywRWYTKe1NybPQEW', 'track_href': 'https://api.spotify.com/v1/tracks/2Z8WuEywRWYTKe1NybPQEW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2Z8WuEywRWYTKe1NybPQEW', 'duration_ms': 214507, 'time_signature': 4}]",0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,audio_features,2Z8WuEywRWYTKe1NybPQEW,https://api.spotify.com/v1/tracks/2Z8WuEywRWYTKe1NybPQEW,https://api.spotify.com/v1/audio-analysis/2Z8WuEywRWYTKe1NybPQEW,214507,4
Jason Derulo,The Other Side,61,spotify:track:5FljCWR0cys07PQ9277GTz,https://open.spotify.com/track/5FljCWR0cys07PQ9277GTz,"[{'danceability': 0.561, 'energy': 0.836, 'key': 9, 'loudness': -3.939, 'mode': 1, 'speechiness': 0.1, 'acousticness': 0.0525, 'instrumentalness': 0, 'liveness': 0.136, 'valence': 0.517, 'tempo': 127.923, 'type': 'audio_features', 'id': '5FljCWR0cys07PQ9277GTz', 'uri': 'spotify:track:5FljCWR0cys07PQ9277GTz', 'track_href': 'https://api.spotify.com/v1/tracks/5FljCWR0cys07PQ9277GTz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5FljCWR0cys07PQ9277GTz', 'duration_ms': 226987, 'time_signature': 4}]",0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,audio_features,5FljCWR0cys07PQ9277GTz,https://api.spotify.com/v1/tracks/5FljCWR0cys07PQ9277GTz,https://api.spotify.com/v1/audio-analysis/5FljCWR0cys07PQ9277GTz,226987,4
The Pussycat Dolls,When I Grow Up,0,spotify:track:7aKOynv41IGU8uiXmpz7ok,https://open.spotify.com/track/7aKOynv41IGU8uiXmpz7ok,"[{'danceability': 0.673, 'energy': 0.686, 'key': 11, 'loudness': -5.745, 'mode': 0, 'speechiness': 0.0454, 'acousticness': 0.00154, 'instrumentalness': 0, 'liveness': 0.382, 'valence': 0.34, 'tempo': 118.43, 'type': 'audio_features', 'id': '7aKOynv41IGU8uiXmpz7ok', 'uri': 'spotify:track:7aKOynv41IGU8uiXmpz7ok', 'track_href': 'https://api.spotify.com/v1/tracks/7aKOynv41IGU8uiXmpz7ok', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7aKOynv41IGU8uiXmpz7ok', 'duration_ms': 245680, 'time_signature': 4}]",0.673,0.686,11,-5.745,0,0.0454,0.00154,0.0,0.382,0.34,118.43,audio_features,7aKOynv41IGU8uiXmpz7ok,https://api.spotify.com/v1/tracks/7aKOynv41IGU8uiXmpz7ok,https://api.spotify.com/v1/audio-analysis/7aKOynv41IGU8uiXmpz7ok,245680,4
Sufjan Stevens,Death with Dignity,0,spotify:track:4fpEuKIzTLmMJnYwFU0oqr,https://open.spotify.com/track/4fpEuKIzTLmMJnYwFU0oqr,"[{'danceability': 0.51, 'energy': 0.16, 'key': 4, 'loudness': -21.03, 'mode': 1, 'speechiness': 0.0395, 'acousticness': 0.986, 'instrumentalness': 0.017, 'liveness': 0.113, 'valence': 0.383, 'tempo': 170.063, 'type': 'audio_features', 'id': '4fpEuKIzTLmMJnYwFU0oqr', 'uri': 'spotify:track:4fpEuKIzTLmMJnYwFU0oqr', 'track_href': 'https://api.spotify.com/v1/tracks/4fpEuKIzTLmMJnYwFU0oqr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4fpEuKIzTLmMJnYwFU0oqr', 'duration_ms': 239508, 'time_signature': 4}]",0.51,0.16,4,-21.03,1,0.0395,0.986,0.017,0.113,0.383,170.063,audio_features,4fpEuKIzTLmMJnYwFU0oqr,https://api.spotify.com/v1/tracks/4fpEuKIzTLmMJnYwFU0oqr,https://api.spotify.com/v1/audio-analysis/4fpEuKIzTLmMJnYwFU0oqr,239508,4
HRVY,Hasta Luego,52,spotify:track:0fBP9n1mUM2Ur7LUPq8MVn,https://open.spotify.com/track/0fBP9n1mUM2Ur7LUPq8MVn,"[{'danceability': 0.604, 'energy': 0.908, 'key': 0, 'loudness': -3.067, 'mode': 1, 'speechiness': 0.0522, 'acousticness': 0.0178, 'instrumentalness': 0, 'liveness': 0.386, 'valence': 0.853, 'tempo': 102.051, 'type': 'audio_features', 'id': '0fBP9n1mUM2Ur7LUPq8MVn', 'uri': 'spotify:track:0fBP9n1mUM2Ur7LUPq8MVn', 'track_href': 'https://api.spotify.com/v1/tracks/0fBP9n1mUM2Ur7LUPq8MVn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0fBP9n1mUM2Ur7LUPq8MVn', 'duration_ms': 147013, 'time_signature': 4}]",0.604,0.908,0,-3.067,1,0.0522,0.0178,0.0,0.386,0.853,102.051,audio_features,0fBP9n1mUM2Ur7LUPq8MVn,https://api.spotify.com/v1/tracks/0fBP9n1mUM2Ur7LUPq8MVn,https://api.spotify.com/v1/audio-analysis/0fBP9n1mUM2Ur7LUPq8MVn,147013,4
BÃ˜RNS,Electric Love,82,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ,"[{'danceability': 0.611, 'energy': 0.797, 'key': 6, 'loudness': -7.627, 'mode': 0, 'speechiness': 0.0533, 'acousticness': 0.00543, 'instrumentalness': 0.00137, 'liveness': 0.26, 'valence': 0.518, 'tempo': 120.041, 'type': 'audio_features', 'id': '2GiJYvgVaD2HtM8GqD9EgQ', 'uri': 'spotify:track:2GiJYvgVaD2HtM8GqD9EgQ', 'track_href': 'https://api.spotify.com/v1/tracks/2GiJYvgVaD2HtM8GqD9EgQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2GiJYvgVaD2HtM8GqD9EgQ', 'duration_ms': 218107, 'time_signature': 4}]",0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,audio_features,2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/tracks/2GiJYvgVaD2HtM8GqD9EgQ,https://api.spotify.com/v1/audio-analysis/2GiJYvgVaD2HtM8GqD9EgQ,218107,4
Beni Fahr,Not OK,5,spotify:track:5jKUjeuQGLaGt4ZsC1QU34,https://open.spotify.com/track/5jKUjeuQGLaGt4ZsC1QU34,"[{'danceability': 0.583, 'energy': 0.522, 'key': 8, 'loudness': -12.381, 'mode': 0, 'speechiness': 0.0648, 'acousticness': 0.0664, 'instrumentalness': 1.1e-06, 'liveness': 0.103, 'valence': 0.448, 'tempo': 150.121, 'type': 'audio_features', 'id': '5jKUjeuQGLaGt4ZsC1QU34', 'uri': 'spotify:track:5jKUjeuQGLaGt4ZsC1QU34', 'track_href': 'https://api.spotify.com/v1/tracks/5jKUjeuQGLaGt4ZsC1QU34', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5jKUjeuQGLaGt4ZsC1QU34', 'duration_ms': 193600, 'time_signature': 4}]",0.583,0.522,8,-12.381,0,0.0648,0.0664,1.1e-06,0.103,0.448,150.121,audio_features,5jKUjeuQGLaGt4ZsC1QU34,https://api.spotify.com/v1/tracks/5jKUjeuQGLaGt4ZsC1QU34,https://api.spotify.com/v1/audio-analysis/5jKUjeuQGLaGt4ZsC1QU34,193600,4
HRVY,High,0,spotify:track:21LkUKDKRwLt5fijTbHPx6,https://open.spotify.com/track/21LkUKDKRwLt5fijTbHPx6,"[{'danceability': 0.623, 'energy': 0.762, 'key': 9, 'loudness': -4.574, 'mode': 1, 'speechiness': 0.0971, 'acousticness': 0.059, 'instrumentalness': 0, 'liveness': 0.0944, 'valence': 0.504, 'tempo': 101.866, 'type': 'audio_features', 'id': '21LkUKDKRwLt5fijTbHPx6', 'uri': 'spotify:track:21LkUKDKRwLt5fijTbHPx6', 'track_href': 'https://api.spotify.com/v1/tracks/21LkUKDKRwLt5fijTbHPx6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/21LkUKDKRwLt5fijTbHPx6', 'duration_ms': 218493, 'time_signature': 4}]",0.623,0.762,9,-4.574,1,0.0971,0.059,0.0,0.0944,0.504,101.866,audio_features,21LkUKDKRwLt5fijTbHPx6,https://api.spotify.com/v1/tracks/21LkUKDKRwLt5fijTbHPx6,https://api.spotify.com/v1/audio-analysis/21LkUKDKRwLt5fijTbHPx6,218493,4
