artist,song,popularity,uri,url,features,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
Seven Bucks,The Song Of The Summer,0,spotify:track:4ml5byYLNEQkWD245BiPKK,https://open.spotify.com/track/4ml5byYLNEQkWD245BiPKK,"[{'danceability': 0.625, 'energy': 0.753, 'key': 6, 'loudness': -3.719, 'mode': 1, 'speechiness': 0.168, 'acousticness': 0.279, 'instrumentalness': 2.63e-06, 'liveness': 0.14, 'valence': 0.492, 'tempo': 125.118, 'type': 'audio_features', 'id': '4ml5byYLNEQkWD245BiPKK', 'uri': 'spotify:track:4ml5byYLNEQkWD245BiPKK', 'track_href': 'https://api.spotify.com/v1/tracks/4ml5byYLNEQkWD245BiPKK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4ml5byYLNEQkWD245BiPKK', 'duration_ms': 288113, 'time_signature': 4}]",0.625,0.753,6,-3.719,1,0.168,0.279,2.63e-06,0.14,0.492,125.118,audio_features,4ml5byYLNEQkWD245BiPKK,https://api.spotify.com/v1/tracks/4ml5byYLNEQkWD245BiPKK,https://api.spotify.com/v1/audio-analysis/4ml5byYLNEQkWD245BiPKK,288113,4
Jonah Marais,I Meant It,22,spotify:track:1cEgH8cd6b7EXqm6xg8nKn,https://open.spotify.com/track/1cEgH8cd6b7EXqm6xg8nKn,"[{'danceability': 0.65, 'energy': 0.403, 'key': 10, 'loudness': -9.763, 'mode': 1, 'speechiness': 0.0274, 'acousticness': 0.0322, 'instrumentalness': 9.89e-05, 'liveness': 0.113, 'valence': 0.276, 'tempo': 133.983, 'type': 'audio_features', 'id': '1cEgH8cd6b7EXqm6xg8nKn', 'uri': 'spotify:track:1cEgH8cd6b7EXqm6xg8nKn', 'track_href': 'https://api.spotify.com/v1/tracks/1cEgH8cd6b7EXqm6xg8nKn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1cEgH8cd6b7EXqm6xg8nKn', 'duration_ms': 241791, 'time_signature': 4}]",0.65,0.403,10,-9.763,1,0.0274,0.0322,9.89e-05,0.113,0.276,133.983,audio_features,1cEgH8cd6b7EXqm6xg8nKn,https://api.spotify.com/v1/tracks/1cEgH8cd6b7EXqm6xg8nKn,https://api.spotify.com/v1/audio-analysis/1cEgH8cd6b7EXqm6xg8nKn,241791,4
Bruno Mars,Straight up & Down,61,spotify:track:2mrZYZGmPFV3QOyYPZ1zsn,https://open.spotify.com/track/2mrZYZGmPFV3QOyYPZ1zsn,"[{'danceability': 0.552, 'energy': 0.733, 'key': 3, 'loudness': -6.898, 'mode': 0, 'speechiness': 0.0933, 'acousticness': 0.0209, 'instrumentalness': 0, 'liveness': 0.0858, 'valence': 0.643, 'tempo': 143.56, 'type': 'audio_features', 'id': '2mrZYZGmPFV3QOyYPZ1zsn', 'uri': 'spotify:track:2mrZYZGmPFV3QOyYPZ1zsn', 'track_href': 'https://api.spotify.com/v1/tracks/2mrZYZGmPFV3QOyYPZ1zsn', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2mrZYZGmPFV3QOyYPZ1zsn', 'duration_ms': 198187, 'time_signature': 4}]",0.552,0.733,3,-6.898,0,0.0933,0.0209,0.0,0.0858,0.643,143.56,audio_features,2mrZYZGmPFV3QOyYPZ1zsn,https://api.spotify.com/v1/tracks/2mrZYZGmPFV3QOyYPZ1zsn,https://api.spotify.com/v1/audio-analysis/2mrZYZGmPFV3QOyYPZ1zsn,198187,4
Ramz,Barking,67,spotify:track:2U5cq89GCnsR1yixKkC8d5,https://open.spotify.com/track/2U5cq89GCnsR1yixKkC8d5,"[{'danceability': 0.45, 'energy': 0.465, 'key': 7, 'loudness': -7.867, 'mode': 0, 'speechiness': 0.268, 'acousticness': 0.185, 'instrumentalness': 0, 'liveness': 0.0782, 'valence': 0.788, 'tempo': 70.231, 'type': 'audio_features', 'id': '2U5cq89GCnsR1yixKkC8d5', 'uri': 'spotify:track:2U5cq89GCnsR1yixKkC8d5', 'track_href': 'https://api.spotify.com/v1/tracks/2U5cq89GCnsR1yixKkC8d5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2U5cq89GCnsR1yixKkC8d5', 'duration_ms': 202827, 'time_signature': 3}]",0.45,0.465,7,-7.867,0,0.268,0.185,0.0,0.0782,0.788,70.231,audio_features,2U5cq89GCnsR1yixKkC8d5,https://api.spotify.com/v1/tracks/2U5cq89GCnsR1yixKkC8d5,https://api.spotify.com/v1/audio-analysis/2U5cq89GCnsR1yixKkC8d5,202827,3
Sabrina Carpenter,Why - Acoustic,34,spotify:track:5XdU66WYiYmqe1mBPepVAQ,https://open.spotify.com/track/5XdU66WYiYmqe1mBPepVAQ,"[{'danceability': 0.619, 'energy': 0.448, 'key': 10, 'loudness': -5.314, 'mode': 0, 'speechiness': 0.0423, 'acousticness': 0.588, 'instrumentalness': 6.66e-06, 'liveness': 0.128, 'valence': 0.718, 'tempo': 93.026, 'type': 'audio_features', 'id': '5XdU66WYiYmqe1mBPepVAQ', 'uri': 'spotify:track:5XdU66WYiYmqe1mBPepVAQ', 'track_href': 'https://api.spotify.com/v1/tracks/5XdU66WYiYmqe1mBPepVAQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5XdU66WYiYmqe1mBPepVAQ', 'duration_ms': 184500, 'time_signature': 4}]",0.619,0.448,10,-5.314,0,0.0423,0.588,6.66e-06,0.128,0.718,93.026,audio_features,5XdU66WYiYmqe1mBPepVAQ,https://api.spotify.com/v1/tracks/5XdU66WYiYmqe1mBPepVAQ,https://api.spotify.com/v1/audio-analysis/5XdU66WYiYmqe1mBPepVAQ,184500,4
Blue October,Into The Ocean,60,spotify:track:2SiqlgLMfKQbczSMRp8drY,https://open.spotify.com/track/2SiqlgLMfKQbczSMRp8drY,"[{'danceability': 0.758, 'energy': 0.606, 'key': 0, 'loudness': -6.444, 'mode': 1, 'speechiness': 0.0325, 'acousticness': 0.282, 'instrumentalness': 0, 'liveness': 0.144, 'valence': 0.361, 'tempo': 107.95, 'type': 'audio_features', 'id': '2SiqlgLMfKQbczSMRp8drY', 'uri': 'spotify:track:2SiqlgLMfKQbczSMRp8drY', 'track_href': 'https://api.spotify.com/v1/tracks/2SiqlgLMfKQbczSMRp8drY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2SiqlgLMfKQbczSMRp8drY', 'duration_ms': 239947, 'time_signature': 4}]",0.758,0.606,0,-6.444,1,0.0325,0.282,0.0,0.144,0.361,107.95,audio_features,2SiqlgLMfKQbczSMRp8drY,https://api.spotify.com/v1/tracks/2SiqlgLMfKQbczSMRp8drY,https://api.spotify.com/v1/audio-analysis/2SiqlgLMfKQbczSMRp8drY,239947,4
The Cure,Lovesong - 2010 Remaster,64,spotify:track:0X5C4WjQNubRysTkHOubz3,https://open.spotify.com/track/0X5C4WjQNubRysTkHOubz3,"[{'danceability': 0.611, 'energy': 0.813, 'key': 9, 'loudness': -7.689, 'mode': 0, 'speechiness': 0.0279, 'acousticness': 0.339, 'instrumentalness': 0.898, 'liveness': 0.224, 'valence': 0.821, 'tempo': 140.112, 'type': 'audio_features', 'id': '0X5C4WjQNubRysTkHOubz3', 'uri': 'spotify:track:0X5C4WjQNubRysTkHOubz3', 'track_href': 'https://api.spotify.com/v1/tracks/0X5C4WjQNubRysTkHOubz3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0X5C4WjQNubRysTkHOubz3', 'duration_ms': 209573, 'time_signature': 4}]",0.611,0.813,9,-7.689,0,0.0279,0.339,0.898,0.224,0.821,140.112,audio_features,0X5C4WjQNubRysTkHOubz3,https://api.spotify.com/v1/tracks/0X5C4WjQNubRysTkHOubz3,https://api.spotify.com/v1/audio-analysis/0X5C4WjQNubRysTkHOubz3,209573,4
Blue October,Bleed Out,0,spotify:track:6uhwUETYlW4FUF8ZU7PEMD,https://open.spotify.com/track/6uhwUETYlW4FUF8ZU7PEMD,"[{'danceability': 0.437, 'energy': 0.803, 'key': 3, 'loudness': -6.495, 'mode': 1, 'speechiness': 0.0579, 'acousticness': 0.0484, 'instrumentalness': 1.78e-05, 'liveness': 0.0648, 'valence': 0.203, 'tempo': 142.052, 'type': 'audio_features', 'id': '6uhwUETYlW4FUF8ZU7PEMD', 'uri': 'spotify:track:6uhwUETYlW4FUF8ZU7PEMD', 'track_href': 'https://api.spotify.com/v1/tracks/6uhwUETYlW4FUF8ZU7PEMD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6uhwUETYlW4FUF8ZU7PEMD', 'duration_ms': 234853, 'time_signature': 4}]",0.437,0.803,3,-6.495,1,0.0579,0.0484,1.78e-05,0.0648,0.203,142.052,audio_features,6uhwUETYlW4FUF8ZU7PEMD,https://api.spotify.com/v1/tracks/6uhwUETYlW4FUF8ZU7PEMD,https://api.spotify.com/v1/audio-analysis/6uhwUETYlW4FUF8ZU7PEMD,234853,4
Wild Party,OutRight,0,spotify:track:5KPhXnCzKHQZZFvXSgeIyE,https://open.spotify.com/track/5KPhXnCzKHQZZFvXSgeIyE,"[{'danceability': 0.535, 'energy': 0.821, 'key': 2, 'loudness': -4.997, 'mode': 1, 'speechiness': 0.0621, 'acousticness': 0.000821, 'instrumentalness': 0, 'liveness': 0.0438, 'valence': 0.534, 'tempo': 148.08, 'type': 'audio_features', 'id': '5KPhXnCzKHQZZFvXSgeIyE', 'uri': 'spotify:track:5KPhXnCzKHQZZFvXSgeIyE', 'track_href': 'https://api.spotify.com/v1/tracks/5KPhXnCzKHQZZFvXSgeIyE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5KPhXnCzKHQZZFvXSgeIyE', 'duration_ms': 162453, 'time_signature': 4}]",0.535,0.821,2,-4.997,1,0.0621,0.000821,0.0,0.0438,0.534,148.08,audio_features,5KPhXnCzKHQZZFvXSgeIyE,https://api.spotify.com/v1/tracks/5KPhXnCzKHQZZFvXSgeIyE,https://api.spotify.com/v1/audio-analysis/5KPhXnCzKHQZZFvXSgeIyE,162453,4
Rudimental,Lay It All on Me (feat. Ed Sheeran),51,spotify:track:38ismoqQYn75ruDSQ2Jtx8,https://open.spotify.com/track/38ismoqQYn75ruDSQ2Jtx8,"[{'danceability': 0.669, 'energy': 0.747, 'key': 6, 'loudness': -7.108, 'mode': 1, 'speechiness': 0.0428, 'acousticness': 0.141, 'instrumentalness': 0, 'liveness': 0.185, 'valence': 0.483, 'tempo': 122.531, 'type': 'audio_features', 'id': '38ismoqQYn75ruDSQ2Jtx8', 'uri': 'spotify:track:38ismoqQYn75ruDSQ2Jtx8', 'track_href': 'https://api.spotify.com/v1/tracks/38ismoqQYn75ruDSQ2Jtx8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/38ismoqQYn75ruDSQ2Jtx8', 'duration_ms': 242440, 'time_signature': 4}]",0.669,0.747,6,-7.108,1,0.0428,0.141,0.0,0.185,0.483,122.531,audio_features,38ismoqQYn75ruDSQ2Jtx8,https://api.spotify.com/v1/tracks/38ismoqQYn75ruDSQ2Jtx8,https://api.spotify.com/v1/audio-analysis/38ismoqQYn75ruDSQ2Jtx8,242440,4
Coldplay,Warning Sign,63,spotify:track:4bPkBHKLKd9WHizsvM2zV3,https://open.spotify.com/track/4bPkBHKLKd9WHizsvM2zV3,"[{'danceability': 0.532, 'energy': 0.433, 'key': 3, 'loudness': -9.423, 'mode': 1, 'speechiness': 0.0278, 'acousticness': 0.0942, 'instrumentalness': 0.0121, 'liveness': 0.142, 'valence': 0.0395, 'tempo': 140.666, 'type': 'audio_features', 'id': '4bPkBHKLKd9WHizsvM2zV3', 'uri': 'spotify:track:4bPkBHKLKd9WHizsvM2zV3', 'track_href': 'https://api.spotify.com/v1/tracks/4bPkBHKLKd9WHizsvM2zV3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4bPkBHKLKd9WHizsvM2zV3', 'duration_ms': 331133, 'time_signature': 4}]",0.532,0.433,3,-9.423,1,0.0278,0.0942,0.0121,0.142,0.0395,140.666,audio_features,4bPkBHKLKd9WHizsvM2zV3,https://api.spotify.com/v1/tracks/4bPkBHKLKd9WHizsvM2zV3,https://api.spotify.com/v1/audio-analysis/4bPkBHKLKd9WHizsvM2zV3,331133,4
The Strokes,Last Nite,67,spotify:track:3SUusuA9jH1v6PVwtYMbdv,https://open.spotify.com/track/3SUusuA9jH1v6PVwtYMbdv,"[{'danceability': 0.624, 'energy': 0.899, 'key': 0, 'loudness': -5.709, 'mode': 1, 'speechiness': 0.0296, 'acousticness': 0.0221, 'instrumentalness': 0.000137, 'liveness': 0.0975, 'valence': 0.79, 'tempo': 104.061, 'type': 'audio_features', 'id': '3SUusuA9jH1v6PVwtYMbdv', 'uri': 'spotify:track:3SUusuA9jH1v6PVwtYMbdv', 'track_href': 'https://api.spotify.com/v1/tracks/3SUusuA9jH1v6PVwtYMbdv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3SUusuA9jH1v6PVwtYMbdv', 'duration_ms': 193373, 'time_signature': 4}]",0.624,0.899,0,-5.709,1,0.0296,0.0221,0.000137,0.0975,0.79,104.061,audio_features,3SUusuA9jH1v6PVwtYMbdv,https://api.spotify.com/v1/tracks/3SUusuA9jH1v6PVwtYMbdv,https://api.spotify.com/v1/audio-analysis/3SUusuA9jH1v6PVwtYMbdv,193373,4
Avril Lavigne,Here's to Never Growing Up,0,spotify:track:1rdreHH1v6kyrx2mFQvLR4,https://open.spotify.com/track/1rdreHH1v6kyrx2mFQvLR4,"[{'danceability': 0.487, 'energy': 0.876, 'key': 0, 'loudness': -3.152, 'mode': 1, 'speechiness': 0.0946, 'acousticness': 0.011, 'instrumentalness': 0, 'liveness': 0.401, 'valence': 0.725, 'tempo': 164.997, 'type': 'audio_features', 'id': '1rdreHH1v6kyrx2mFQvLR4', 'uri': 'spotify:track:1rdreHH1v6kyrx2mFQvLR4', 'track_href': 'https://api.spotify.com/v1/tracks/1rdreHH1v6kyrx2mFQvLR4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1rdreHH1v6kyrx2mFQvLR4', 'duration_ms': 214320, 'time_signature': 4}]",0.487,0.876,0,-3.152,1,0.0946,0.011,0.0,0.401,0.725,164.997,audio_features,1rdreHH1v6kyrx2mFQvLR4,https://api.spotify.com/v1/tracks/1rdreHH1v6kyrx2mFQvLR4,https://api.spotify.com/v1/audio-analysis/1rdreHH1v6kyrx2mFQvLR4,214320,4
The Prodigy,Mindfields,0,spotify:track:2wryxYiE3bzAVMexRHZJrC,https://open.spotify.com/track/2wryxYiE3bzAVMexRHZJrC,"[{'danceability': 0.663, 'energy': 0.975, 'key': 3, 'loudness': -7.161, 'mode': 0, 'speechiness': 0.0465, 'acousticness': 0.00667, 'instrumentalness': 0.736, 'liveness': 0.0749, 'valence': 0.416, 'tempo': 120.048, 'type': 'audio_features', 'id': '2wryxYiE3bzAVMexRHZJrC', 'uri': 'spotify:track:2wryxYiE3bzAVMexRHZJrC', 'track_href': 'https://api.spotify.com/v1/tracks/2wryxYiE3bzAVMexRHZJrC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2wryxYiE3bzAVMexRHZJrC', 'duration_ms': 340333, 'time_signature': 4}]",0.663,0.975,3,-7.161,0,0.0465,0.00667,0.736,0.0749,0.416,120.048,audio_features,2wryxYiE3bzAVMexRHZJrC,https://api.spotify.com/v1/tracks/2wryxYiE3bzAVMexRHZJrC,https://api.spotify.com/v1/audio-analysis/2wryxYiE3bzAVMexRHZJrC,340333,4
Rob Dougan,Clubbed to Death - Kurayamino Variation,0,spotify:track:5xdcu6GzK7PhjKbkj7iuDZ,https://open.spotify.com/track/5xdcu6GzK7PhjKbkj7iuDZ,"[{'danceability': 0.377, 'energy': 0.65, 'key': 2, 'loudness': -10.277, 'mode': 0, 'speechiness': 0.0284, 'acousticness': 0.0116, 'instrumentalness': 0.827, 'liveness': 0.346, 'valence': 0.0978, 'tempo': 101.547, 'type': 'audio_features', 'id': '5xdcu6GzK7PhjKbkj7iuDZ', 'uri': 'spotify:track:5xdcu6GzK7PhjKbkj7iuDZ', 'track_href': 'https://api.spotify.com/v1/tracks/5xdcu6GzK7PhjKbkj7iuDZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5xdcu6GzK7PhjKbkj7iuDZ', 'duration_ms': 447427, 'time_signature': 4}]",0.377,0.65,2,-10.277,0,0.0284,0.0116,0.827,0.346,0.0978,101.547,audio_features,5xdcu6GzK7PhjKbkj7iuDZ,https://api.spotify.com/v1/tracks/5xdcu6GzK7PhjKbkj7iuDZ,https://api.spotify.com/v1/audio-analysis/5xdcu6GzK7PhjKbkj7iuDZ,447427,4
Prince,When Doves Cry,71,spotify:track:51H2y6YrNNXcy3dfc3qSbA,https://open.spotify.com/track/51H2y6YrNNXcy3dfc3qSbA,"[{'danceability': 0.729, 'energy': 0.989, 'key': 9, 'loudness': -4.613, 'mode': 0, 'speechiness': 0.049, 'acousticness': 0.0102, 'instrumentalness': 4.45e-05, 'liveness': 0.443, 'valence': 0.84, 'tempo': 126.47, 'type': 'audio_features', 'id': '51H2y6YrNNXcy3dfc3qSbA', 'uri': 'spotify:track:51H2y6YrNNXcy3dfc3qSbA', 'track_href': 'https://api.spotify.com/v1/tracks/51H2y6YrNNXcy3dfc3qSbA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/51H2y6YrNNXcy3dfc3qSbA', 'duration_ms': 352906, 'time_signature': 4}]",0.729,0.989,9,-4.613,0,0.049,0.0102,4.45e-05,0.443,0.84,126.47,audio_features,51H2y6YrNNXcy3dfc3qSbA,https://api.spotify.com/v1/tracks/51H2y6YrNNXcy3dfc3qSbA,https://api.spotify.com/v1/audio-analysis/51H2y6YrNNXcy3dfc3qSbA,352906,4
Lacuna Coil,Cybersleep,26,spotify:track:4i1xwl9QefDGyHnohJIDCF,https://open.spotify.com/track/4i1xwl9QefDGyHnohJIDCF,"[{'danceability': 0.424, 'energy': 0.85, 'key': 4, 'loudness': -4.464, 'mode': 1, 'speechiness': 0.0351, 'acousticness': 5.16e-05, 'instrumentalness': 0.0244, 'liveness': 0.414, 'valence': 0.134, 'tempo': 130.009, 'type': 'audio_features', 'id': '4i1xwl9QefDGyHnohJIDCF', 'uri': 'spotify:track:4i1xwl9QefDGyHnohJIDCF', 'track_href': 'https://api.spotify.com/v1/tracks/4i1xwl9QefDGyHnohJIDCF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4i1xwl9QefDGyHnohJIDCF', 'duration_ms': 266187, 'time_signature': 4}]",0.424,0.85,4,-4.464,1,0.0351,5.16e-05,0.0244,0.414,0.134,130.009,audio_features,4i1xwl9QefDGyHnohJIDCF,https://api.spotify.com/v1/tracks/4i1xwl9QefDGyHnohJIDCF,https://api.spotify.com/v1/audio-analysis/4i1xwl9QefDGyHnohJIDCF,266187,4
Garbage,When I Grow Up,30,spotify:track:3OBn2PsOSCOArm0KdTcclY,https://open.spotify.com/track/3OBn2PsOSCOArm0KdTcclY,"[{'danceability': 0.591, 'energy': 0.898, 'key': 7, 'loudness': -4.583, 'mode': 0, 'speechiness': 0.0507, 'acousticness': 0.00129, 'instrumentalness': 2.52e-05, 'liveness': 0.812, 'valence': 0.684, 'tempo': 139.644, 'type': 'audio_features', 'id': '3OBn2PsOSCOArm0KdTcclY', 'uri': 'spotify:track:3OBn2PsOSCOArm0KdTcclY', 'track_href': 'https://api.spotify.com/v1/tracks/3OBn2PsOSCOArm0KdTcclY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3OBn2PsOSCOArm0KdTcclY', 'duration_ms': 202200, 'time_signature': 4}]",0.591,0.898,7,-4.583,0,0.0507,0.00129,2.52e-05,0.812,0.684,139.644,audio_features,3OBn2PsOSCOArm0KdTcclY,https://api.spotify.com/v1/tracks/3OBn2PsOSCOArm0KdTcclY,https://api.spotify.com/v1/audio-analysis/3OBn2PsOSCOArm0KdTcclY,202200,4
Rob Thomas,Trust You,35,spotify:track:23eUnTrHxVd4RNnramhnRA,https://open.spotify.com/track/23eUnTrHxVd4RNnramhnRA,"[{'danceability': 0.665, 'energy': 0.855, 'key': 6, 'loudness': -6.648, 'mode': 1, 'speechiness': 0.0306, 'acousticness': 0.000137, 'instrumentalness': 0.0044, 'liveness': 0.548, 'valence': 0.854, 'tempo': 130.034, 'type': 'audio_features', 'id': '23eUnTrHxVd4RNnramhnRA', 'uri': 'spotify:track:23eUnTrHxVd4RNnramhnRA', 'track_href': 'https://api.spotify.com/v1/tracks/23eUnTrHxVd4RNnramhnRA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/23eUnTrHxVd4RNnramhnRA', 'duration_ms': 188373, 'time_signature': 4}]",0.665,0.855,6,-6.648,1,0.0306,0.000137,0.0044,0.548,0.854,130.034,audio_features,23eUnTrHxVd4RNnramhnRA,https://api.spotify.com/v1/tracks/23eUnTrHxVd4RNnramhnRA,https://api.spotify.com/v1/audio-analysis/23eUnTrHxVd4RNnramhnRA,188373,4
The Cure,Homesick - 2010 Remaster,34,spotify:track:2o0mBeqnGQkfhdYBl9ld3c,https://open.spotify.com/track/2o0mBeqnGQkfhdYBl9ld3c,"[{'danceability': 0.491, 'energy': 0.696, 'key': 9, 'loudness': -8.706, 'mode': 0, 'speechiness': 0.0258, 'acousticness': 0.118, 'instrumentalness': 0.695, 'liveness': 0.121, 'valence': 0.528, 'tempo': 156.014, 'type': 'audio_features', 'id': '2o0mBeqnGQkfhdYBl9ld3c', 'uri': 'spotify:track:2o0mBeqnGQkfhdYBl9ld3c', 'track_href': 'https://api.spotify.com/v1/tracks/2o0mBeqnGQkfhdYBl9ld3c', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2o0mBeqnGQkfhdYBl9ld3c', 'duration_ms': 427280, 'time_signature': 4}]",0.491,0.696,9,-8.706,0,0.0258,0.118,0.695,0.121,0.528,156.014,audio_features,2o0mBeqnGQkfhdYBl9ld3c,https://api.spotify.com/v1/tracks/2o0mBeqnGQkfhdYBl9ld3c,https://api.spotify.com/v1/audio-analysis/2o0mBeqnGQkfhdYBl9ld3c,427280,4
